"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
22208,22834,"St Augustine's Children's Centre","Children's Centre Link","01-01-1900"
22214,20453,"Broadway Outreach","Children's Centre Link","01-01-1900"
22214,22311,"Park Outreach","Children's Centre Link","01-01-1900"
22214,22645,"Scartho Outreach","Children's Centre Link","01-01-1900"
22218,21888,"Lytham Children's Centre","Children's Centre Link","01-01-1900"
22218,23468,"Weeton Children's Centre","Children's Centre Link","01-01-1900"
22219,20669,"Cherry Tree SSCC","Children's Centre Link","18-03-2016"
22223,22415,"Poynton Children's Centre","Children's Centre Link","01-01-1900"
22224,22849,"Linked Site To the Wakes - Oakengates","Children's Centre Link","01-01-1900"
22225,21965,"Maypole Children's Centre","Children's Centre Link","01-01-1900"
22227,20529,"Butterflies Children's Centre","Children's Centre Link","01-01-1900"
22227,22675,"Sharlston Children's Centre","Children's Centre Link","01-01-1900"
22228,21625,"Coker Building","Children's Centre Link","01-01-1900"
22228,23207,"Langport Building","Children's Centre Link","01-01-1900"
22232,23198,"The Hollies Children's Centre","Children's Centre Link","01-01-1900"
22236,20874,"Crosfield Nursery School and Children's Centre","Children's Centre Link","01-01-1900"
22237,22672,"Ocean Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22239,21476,"Sedgemoor North","Children's Centre Link","01-01-1900"
22243,21631,"John Smith Children's Centre","Children's Centre Link","01-01-1900"
22244,21030,"East Marsh Children's Centre","Children's Centre Link","01-01-1900"
22245,20368,"Boston, Carlton Road and Old Leake Children's Centre","Children's Centre Link","01-01-1900"
22252,22963,"Stretford Children's Centre","Children's Centre Link","01-01-1900"
22254,23103,"Sythwood Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22255,21501,"Hillfields Children's Centre","Children's Centre Link","01-01-1900"
22257,20872,"The Valley Start Well Link Site","Children's Centre Link","01-01-1900"
22258,22288,"Overland Children's Centre","Children's Centre Link","01-01-1900"
22264,22922,"Starfish and The Orchard Children's Centre","Children's Centre Link","01-01-1900"
22267,22268,"Orchard Vale Children's Centre","Children's Centre Link","01-01-1900"
22268,20343,"Spring Vale Children's Centre","Children's Centre Link","01-01-1900"
22268,22267,"Apple Vale Children's Centre","Children's Centre Link","01-01-1900"
22269,21111,"Eston SureStart Children's Centre","Children's Centre Link","01-01-1900"
22271,23536,"Westfield Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22281,22117,"Sure Start East Children's Centre","Children's Centre Link","01-01-1900"
22287,22589,"Rural Wyre Children's Centre","Children's Centre Link","01-01-1900"
22288,22258,"Olga Children's Centre","Children's Centre Link","01-01-1900"
22290,21173,"First Start Children's Centre","Children's Centre Link","31-07-2017"
22291,21714,"Menston and Burley Children's Centre","Children's Centre Link","01-09-2015"
22291,22625,"Baildon Children's Centre","Children's Centre Link","01-01-1900"
22291,23449,"Little Lane Children's Centre","Children's Centre Link","01-01-1900"
22293,21437,"Heaton Start Well Link Site","Children's Centre Link","01-01-1900"
22293,21565,"Horwich Start Well Link Site","Children's Centre Link","01-01-1900"
22297,20730,"North East Locality Hub Lead - Portman Early Childhood Centre","Children's Centre Link","01-01-1900"
22298,20311,"Annie Smith Sure Start Birkby Children's Centre","Children's Centre Link","01-01-1900"
22301,20441,"Brixham Children's Centre","Children's Centre Link","01-01-1900"
22301,20889,"Curledge Street Children's Centre","Children's Centre Link","01-01-1900"
22301,21228,"Furzeham Children's Centre","Children's Centre Link","01-01-1900"
22304,23166,"The Castle Children's Centre","Children's Centre Link","01-01-1900"
22306,20724,"Chuckery & Paddock Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22308,21788,"Linaker Children's Centre","Children's Centre Link","01-01-1900"
22309,21462,"Hesketh with Becconsall Children's Centre","Children's Centre Link","01-01-1900"
22311,22214,"Nunsthorpe and Bradley Park Children's Centre","Children's Centre Link","01-01-1900"
22313,22676,"Sharps Copse and Park Futures Children's Centre","Children's Centre Link","01-01-1900"
22317,21389,"Flying Start South @ Hart Hill Nursery School","Children's Centre Link","04-07-2017"
22317,20697,"Flying Start South @ the Mall","Children's Centre Link","04-07-2017"
22317,23571,"Flying Start South @ Whipperley","Children's Centre Link","04-07-2017"
22317,23145,"Flying Start South @ Yeovil Road","Children's Centre Link","04-07-2017"
22321,22648,"Seacroft Children's Centre","Children's Centre Link","01-01-1900"
22328,21418,"Haydock Children's Centre","Children's Centre Link","01-01-1900"
22328,22138,"Newton-le-Willows Children's Centre","Children's Centre Link","01-01-1900"
22328,23081,"Sutton Children's Centre","Children's Centre Link","01-01-1900"
22329,20446,"Altrincham Children's Centre","Children's Centre Link","01-01-1900"
22329,20477,"Broomwood & Timperley Children's Centre","Children's Centre Link","01-01-1900"
22329,20925,"Davyhulme Children's Centre","Children's Centre Link","01-01-1900"
22329,21186,"Urmston Children's Centre","Children's Centre Link","01-01-1900"
22329,21343,"Hale & Bowdon Children's Centre","Children's Centre Link","01-01-1900"
22329,21344,"Hale Barns Children's Centre","Children's Centre Link","01-01-1900"
22329,23393,"Urmston Children's Centre","Children's Centre Link","01-01-1900"
22330,20910,"Flying Start West Children's Centre","Children's Centre Link","04-07-2017"
22331,22670,"Severn Beach Children's Centre","Children's Centre Link","01-01-1900"
22331,23293,"Thornbury Children's Centre","Children's Centre Link","01-01-1900"
22332,23161,"The Bridges and Pathways Children's Centre","Children's Centre Link","01-01-1900"
22338,23060,"Rosehill Children's Centre","Children's Centre Link","01-01-1900"
22350,20308,"Birchills & North Walsall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22355,20223,"Beacon Children's Centre","Children's Centre Link","01-01-1900"
22361,23210,"Falmouth & Penryn Children's Centre","Children's Centre Link","01-01-1900"
22362,21237,"Ganneys Meadow Early Years Centre","Children's Centre Link","01-01-1900"
22362,23721,"Greasby Children's Centre","Children's Centre Link","01-01-1900"
22363,22124,"Newlyn Centre","Children's Centre Link","01-01-1900"
22363,22858,"St Just Children's Centre","Children's Centre Link","01-01-1900"
22364,22666,"Selhurst Children's Centre","Children's Centre Link","01-01-1900"
22365,22616,"Saffron Children's Centre","Children's Centre Link","01-01-1900"
22366,21561,"Horsenden Children's Centre","Children's Centre Link","01-01-1900"
22366,23525,"West Twyford PS & CC","Children's Centre Link","01-01-1900"
22366,23643,"Wood End Library/Children's Centre","Children's Centre Link","01-01-1900"
22373,20308,"Birchills & North Walsall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22375,22800,"Southmead SSCC","Children's Centre Link","01-04-2015"
22383,22980,"Sunbeam Children's Centre","Children's Centre Link","01-01-1900"
22385,20694,"Cedars Children's Centre","Children's Centre Link","01-01-1900"
22388,20129,"Ashton Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22388,20484,"Bryn Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22388,21515,"Hindley Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22391,22738,"Slade Children's Centre","Children's Centre Link","01-01-1900"
22402,22836,"St Austell & St Blazey Childrens Centre","Children's Centre Link","01-01-1900"
22403,22431,"Prudhoe Children's Centre","Children's Centre Link","10-02-2017"
22404,21314,"Greenside Primary and Children's Centre","Children's Centre Link","04-04-2017"
22405,22931,"Water Meadow Children's Centre","Children's Centre Link","01-01-1900"
22407,20981,"Drayton & Farlington Children's Centre","Children's Centre Link","01-01-1900"
22408,23063,"Somerstown and Portsea Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22411,23044,"Sure Start Fleetwood Children's Centre","Children's Centre Link","01-01-1900"
22413,20565,"Cardwell Children's Centre","Children's Centre Link","01-01-1900"
22413,22071,"Mulgrave Children's Centre","Children's Centre Link","01-01-1900"
22415,22223,"Oakenclough & Poynyon Children's Centre","Children's Centre Link","01-01-1900"
22416,23745,"Birkenhead Hub  - Brassey Gardens","Children's Centre Link","01-01-1900"
22417,21528,"Hollingdean Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22420,21504,"Hillsborough Children's Centre","Children's Centre Link","31-07-2017"
22420,22709,"Shooters Grove Children's Centre","Children's Centre Link","31-07-2017"
22420,22935,"Stocksbridge Children's Centre","Children's Centre Link","31-07-2017"
22421,20270,"Central Children's Centre","Children's Centre Link","01-01-1900"
22427,20046,"Ainthorpe Children's Centre","Children's Centre Link","01-01-1900"
22427,23316,"Windmill Children's Centre","Children's Centre Link","01-01-1900"
22429,21902,"Truro & Roseland Children's Centre","Children's Centre Link","01-01-1900"
22431,22403,"Ponteland Children's Centre","Children's Centre Link","10-02-2017"
22435,20533,"Byron Children's Centre","Children's Centre Link","01-01-1900"
22441,21611,"Invicta Primary School and Children's Centre","Children's Centre Link","01-01-1900"
22445,21038,"East Staffordshire Children's Centre","Children's Centre Link","01-01-1900"
22447,20221,"Bayswater Children's Centre","Children's Centre Link","01-01-1900"
22447,21388,"Harrow Road Children's Centre","Children's Centre Link","01-01-1900"
22447,22451,"Queensway Children's Centre","Children's Centre Link","01-01-1900"
22447,23529,"Westbourne Children's Centre","Children's Centre Link","01-01-1900"
22450,23512,"West Marsh Children's Centre","Children's Centre Link","01-01-1900"
22451,22447,"North West Locality Hub Lead -Queen's Park Children's Centre","Children's Centre Link","01-01-1900"
22456,20932,"DeBohun Children's Centre","Children's Centre Link","01-02-2016"
22458,22725,"Daisy Chain Children's Centre","Children's Centre Link","01-01-1900"
22467,20434,"Farcet Child and Family Delivery Site","Children's Centre Link","28-03-2018"
22469,21199,"Forest Town Children's Centre","Children's Centre Link","01-01-1900"
22470,20956,"Dewsbury Moor & Scout Hill Children's Centre","Children's Centre Link","01-01-1900"
22476,21512,"Hillview Children's Centre","Children's Centre Link","01-01-1900"
22481,23733,"Chadwell Children's Centre","Children's Centre Link","01-01-1900"
22484,21944,"Marske SureStart Children's Centre","Children's Centre Link","01-01-1900"
22490,23136,"Teyluva Children's Centre","Children's Centre Link","01-01-1900"
22497,22701,"The Together Centre","Children's Centre Link","01-01-1900"
22503,20990,"Dukinfield Children's Centre","Children's Centre Link","01-01-1900"
22503,22014,"Millbrook Children's Centre","Children's Centre Link","01-01-1900"
22503,21884,"Lyndhurst Children's Centre","Children's Centre Link","04-04-2017"
22503,22060,"Mossley Children's Centre","Children's Centre Link","04-04-2017"
22505,23073,"Rossmere Children's Centre","Children's Centre Link","01-01-1900"
22510,23003,"Kendray & Worsbrough Family Centre","Children's Centre Link","11-05-2016"
22514,23523,"West Thurrock Children's Centre P1-4","Children's Centre Link","01-01-1900"
22515,22126,"Leyton Children's Centre","Children's Centre Link","01-01-1900"
22516,23512,"West Marsh Children's Centre","Children's Centre Link","01-01-1900"
22521,20799,"Colne Children's Centre","Children's Centre Link","01-01-1900"
22535,22536,"Roc1/A Sea Shells Family Hub Delivery Site","Children's Centre Link","01-01-1900"
22536,22535,"Roc1 Wishing Well Family Hub Delivery Site","Children's Centre Link","01-01-1900"
22542,22556,"Rotherham Central Children's Centre","Children's Centre Link","01-01-1900"
22550,22878,"St Peters Children's Centre","Children's Centre Link","01-01-1900"
22552,21087,"Cherry Tree Children's Centre","Children's Centre Link","01-01-1900"
22555,20075,"Alnwick/Rothbury Children's Centre","Children's Centre Link","12-06-2019"
22556,21669,"Kimberworth Community Primary School","Children's Centre Link","01-01-1900"
22556,22542,"Rockingham Early Years","Children's Centre Link","01-01-1900"
22556,23303,"Thorpe Hesley Primary School","Children's Centre Link","01-01-1900"
22562,23179,"The Dean's Children's Centre","Children's Centre Link","12-04-2016"
22566,23265,"The Sycamores Children's Centre","Children's Centre Link","01-01-1900"
22568,23313,"Thurnby Lodge Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22569,20404,"Braunstone Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22589,22287,"Over Wyre Children's Centre","Children's Centre Link","01-01-1900"
22596,20960,"Dinnington Children's Centre","Children's Centre Link","01-01-1900"
22616,22365,"Sunflower Children's Centre","Children's Centre Link","01-01-1900"
22617,21123,"Eyres Monsell and Gilmorton Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22617,21744,"Lansdowne Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22618,22963,"Stretford Children's Centre","Children's Centre Link","01-01-1900"
22619,22963,"Stretford Children's Centre","Children's Centre Link","01-01-1900"
22621,22963,"Stretford Children's Centre","Children's Centre Link","01-01-1900"
22623,21324,"Guisborough SureStart Children's Centre","Children's Centre Link","01-01-1900"
22625,22291,"Owlet Children & Family Centre","Children's Centre Link","01-09-2015"
22626,20077,"Sandbach Children's Centre -Alsager site","Children's Centre Link","01-01-1900"
22626,22002,"Sandbach Children's Centre- Middlewich site","Children's Centre Link","01-01-1900"
22628,20533,"Byron Children's Centre","Children's Centre Link","01-01-1900"
22632,20541,"Callands Children's Centre","Children's Centre Link","01-01-1900"
22634,23066,"Sure Start Thornhill Children's Centre","Children's Centre Link","01-01-1900"
22635,21799,"Linton Child and Family Delivery Site","Children's Centre Link","29-03-2018"
22645,22214,"Nunsthorpe and Bradley Park Children's Centre","Children's Centre Link","01-01-1900"
22647,21761,"Leasowe Early Years and Adult Learning Centre","Children's Centre Link","01-01-1900"
22647,21800,"Liscard Children's Centre","Children's Centre Link","01-01-1900"
22648,22321,"Parklands Children's Centre","Children's Centre Link","01-01-1900"
22659,22026,"Minik Kardes Satellite Children's Centre","Children's Centre Link","01-01-1900"
22659,23291,"Thomas Fairchild Satellite Children's Centre","Children's Centre Link","01-01-1900"
22660,21878,"Lundwood Family Centre","Children's Centre Link","11-05-2016"
22663,20071,"All Seasons and Seedlings Children's Centre","Children's Centre Link","01-01-1900"
22666,20444,"Broad Green Sure Start","Children's Centre Link","01-01-1900"
22666,21251,"GingerBread Corner Children's Centre","Children's Centre Link","01-01-1900"
22666,22364,"Peppermint Children's Centre","Children's Centre Link","01-01-1900"
22668,21814,"Little Harwood Children's Centre","Children's Centre Link","01-01-1900"
22670,22331,"Patchway Children's Centre","Children's Centre Link","01-01-1900"
22671,20031,"Accrington Road Children's Centre","Children's Centre Link","01-01-1900"
22672,22237,"Ocean Children's Centre","Children's Centre Link","01-01-1900"
22675,22227,"Oakhill Children's Centre","Children's Centre Link","01-01-1900"
22676,22313,"Park Futures Children's Centre","Children's Centre Link","01-01-1900"
22677,20475,"Broomhall Nursery School and Children's Centre","Children's Centre Link","01-01-1900"
22677,21348,"Hallam Primary School and Children's Centre","Children's Centre Link","31-07-2017"
22677,23336,"Totley Primary School and Children's Centre","Children's Centre Link","31-07-2017"
22677,21540,"Holt House Children's Centre","Children's Centre Link","31-07-2017"
22677,21048,"Ecclesall Library","Children's Centre Link","31-07-2017"
22681,21182,"Flatts & Eastborough Children's Centre","Children's Centre Link","01-01-1900"
22685,21956,"Masbro Childrens Centre","Children's Centre Link","01-01-1900"
22698,21606,"Ince Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22701,22497,"Revoe Children's Centre","Children's Centre Link","01-01-1900"
22704,21173,"First Start Children's Centre","Children's Centre Link","31-07-2017"
22705,21666,"Killingworth Children's Centre","Children's Centre Link","01-01-1900"
22709,22420,"Primrose Children's Centre","Children's Centre Link","31-07-2017"
22710,22952,"Storkway and Shooter's Hill Children's Centre","Children's Centre Link","01-01-1900"
22713,20607,"Wilfred Owen School CC delivery point","Children's Centre Link","01-01-1900"
22725,22458,"Rainbow Children's Centre","Children's Centre Link","01-08-2015"
22727,22927,"Stepping Stones Children's Centre","Children's Centre Link","01-01-1900"
22733,20060,"Alford Children's Centre","Children's Centre Link","01-01-1900"
22734,21324,"Guisborough SureStart Children's Centre","Children's Centre Link","01-01-1900"
22736,20249,"Sure Start Children's Centre Beeford","Children's Centre Link","01-01-1900"
22738,20701,"Children's centre Services at Plumstead Common","Children's Centre Link","01-01-1900"
22738,22391,"Plumstead Children's Centre","Children's Centre Link","01-01-1900"
22738,23752,"Children's Centre Services at Glyndon","Children's Centre Link","01-01-1900"
22739,20301,"Billinghay Children's Centre","Children's Centre Link","01-01-1900"
22739,20600,"Caythorpe","Children's Centre Link","01-01-1900"
22747,20030,"Leytonstone Children's Centre","Children's Centre Link","01-01-1900"
22748,20371,"Bottisham Child and Family Delivery Site","Children's Centre Link","29-03-2018"
22755,20042,"Acton Park Children's Centre","Children's Centre Link","01-01-1900"
22755,21629,"John Perryn Children's Centre","Children's Centre Link","01-01-1900"
22755,21922,"Maples Children's Centre","Children's Centre Link","01-01-1900"
22757,21288,"Grangetown SureStart Children's Centre","Children's Centre Link","01-01-1900"
22759,20439,"The Orchard Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22765,22117,"Sure Start East Children's Centre","Children's Centre Link","01-01-1900"
22768,21883,"Lyndhurst Children and Family Centre","Children's Centre Link","01-01-1900"
22773,20609,"South Oswestry Children's Centre","Children's Centre Link","01-01-1900"
22774,22185,"North Portslade Children's Centre","Children's Centre Link","01-01-1900"
22777,23140,"Thameside Children's Centre P2-2","Children's Centre Link","01-01-1900"
22784,20376,"Bourne","Children's Centre Link","01-01-1900"
22786,21319,"Grove House Children's Centre","Children's Centre Link","01-01-1900"
22797,22834,"St Augustine's Children's Centre","Children's Centre Link","05-05-2016"
22800,22375,"Phoenix SSCC","Children's Centre Link","18-03-2016"
22802,23157,"The Brambles Children's Centre and Nursery School","Children's Centre Link","01-01-1900"
22805,20935,"Crowland Childrens Centre","Children's Centre Link","01-01-1900"
22806,23165,"The Carroll Children's Centre","Children's Centre Link","01-01-1900"
22810,21556,"Horncastle Children's Centre","Children's Centre Link","01-01-1900"
22810,23112,"Tattershall and Coningsby","Children's Centre Link","01-01-1900"
22818,22064,"Clayton le Moors and Altham Children's Centre","Children's Centre Link","01-01-1900"
22825,21315,"Greet","Children's Centre Link","01-01-1900"
22832,20476,"Broomhill & St Anne's Park Children's Centre","Children's Centre Link","01-01-1900"
22834,22208,"Northumberland Heath Children's Centre","Children's Centre Link","01-01-1900"
22834,21311,"Greenmead Children's Centre (Thamesmead East, Bexley)","Children's Centre Link","04-05-2016"
22834,22797,"Southlake Children's Centre","Children's Centre Link","05-05-2016"
22836,22402,"Pondhu Children's Centre","Children's Centre Link","01-01-1900"
22836,22838,"St Blazey Children's Centre","Children's Centre Link","01-01-1900"
22838,22836,"St Austell & St Blazey Childrens Centre","Children's Centre Link","01-01-1900"
22842,22128,"Newquay Children's Centre","Children's Centre Link","01-01-1900"
22845,22024,"Milton, Baffin's and Cumberland Children's Centre","Children's Centre Link","01-01-1900"
22846,23353,"Treverbyn Children's Centre","Children's Centre Link","01-01-1900"
22848,21447,"Helston Children's Centre","Children's Centre Link","01-01-1900"
22849,22224,"The Wakes - Oakengates Children Centre","Children's Centre Link","01-01-1900"
22851,21420,"Hayle Children's Centre","Children's Centre Link","01-01-1900"
22853,21516,"Hindpool Children's Centre","Children's Centre Link","01-01-1900"
22858,22363,"West Penwith Children's Centre","Children's Centre Link","01-01-1900"
22859,23055,"Sure Start Preston West Children's Centre","Children's Centre Link","01-01-1900"
22869,21489,"Highfields Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22869,21962,"Mayfield Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22869,22174,"North Evington Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22874,21816,"West Children's Centre","Children's Centre Link","01-01-1900"
22878,22550,"Rose Hill Children's Centre","Children's Centre Link","01-01-1900"
22878,23457,"Waterloo Children's Centre","Children's Centre Link","01-01-1900"
22885,22205,"Northfields & West Humberstone Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22898,21610,"Acacia Centre","Children's Centre Link","01-01-1900"
22902,20215,"Batley Central Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22905,21931,"Market Deeping Children's Centre","Children's Centre Link","01-01-1900"
22907,22201,"Northern Parade and Stamshaw Children's Centre","Children's Centre Link","01-01-1900"
22908,21606,"Ince Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22909,20024,"Abbots Hall Childrens Centre P2-5","Children's Centre Link","01-01-1900"
22909,21557,"Horndon Children's Centre P3-3","Children's Centre Link","01-01-1900"
22914,22980,"Sunbeam Children's Centre","Children's Centre Link","01-01-1900"
22917,20694,"Cedars Children's Centre","Children's Centre Link","01-01-1900"
22920,21907,"Mangotsfield Children's Centre","Children's Centre Link","01-01-1900"
22922,22264,"The Orchard Children's Centre","Children's Centre Link","01-01-1900"
22924,20018,"Abbey Children's Centre","Children's Centre Link","06-09-2017"
22924,23160,"The Bridge Children's Centre","Children's Centre Link","06-09-2017"
22924,20729,"Church Road Children's Centre","Children's Centre Link","06-09-2017"
22924,23151,"The Avenue Children's Centre","Children's Centre Link","06-09-2017"
22924,21754,"Lavender Children's Centre","Children's Centre Link","06-09-2017"
22927,21926,"Marcliff Family Centre","Children's Centre Link","01-01-1900"
22927,22727,"Flanderwell Early Years Excellence Centre","Children's Centre Link","01-01-1900"
22929,21011,"Reigate Steppingstones Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22931,22405,"Poppies and Water Meadow Children's Centre","Children's Centre Link","01-01-1900"
22935,22420,"Primrose Children's Centre","Children's Centre Link","31-07-2017"
22941,22022,"Milton & Baddley Green Children's Centre","Children's Centre Link","01-01-1900"
22943,22038,"Moordown & Winton East Children's Centre","Children's Centre Link","01-01-1900"
22951,20247,"Flying Start Central Children's Centre","Children's Centre Link","04-07-2017"
22952,22710,"Shooter's Hill Children's Centre","Children's Centre Link","01-01-1900"
22961,21257,"Mendip West","Children's Centre Link","01-01-1900"
22962,20308,"Birchills & North Walsall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22963,20130,"Ashton upon Mersey Children's Centre","Children's Centre Link","01-01-1900"
22963,21861,"Lostock & Gorsehill Children's Centre","Children's Centre Link","01-01-1900"
22963,22252,"Old Trafford Children's Centre","Children's Centre Link","01-01-1900"
22963,22618,"Sale Central Children's Centre","Children's Centre Link","01-01-1900"
22963,22619,"Sale Moor Children's Centre","Children's Centre Link","01-01-1900"
22963,22621,"Sale Children's Centre","Children's Centre Link","01-01-1900"
22965,20821,"Bingley Rural Children's Centre","Children's Centre Link","01-09-2015"
22967,23061,"Sure Start Rowner Children's Centre","Children's Centre Link","01-01-1900"
22970,21230,"Gainsborough, Hemswell Cliff and Sturton Children's Centre","Children's Centre Link","01-01-1900"
22973,20960,"Dinnington Children's Centre","Children's Centre Link","01-01-1900"
22977,21479,"East Central Children's Centre","Children's Centre Link","01-01-1900"
22979,21679,"Reign and Shine Children's Centre","Children's Centre Link","01-01-1900"
22980,22383,"Pinmoor Children's Centre","Children's Centre Link","01-01-1900"
22980,22914,"Stanley Children's Centre","Children's Centre Link","01-01-1900"
22981,22982,"Sunderland Children's Centre Bunny Hill","Children's Centre Link","01-01-1900"
22982,22981,"Sunderland Children's Centre North","Children's Centre Link","01-01-1900"
22983,22986,"Sunderland Children's Centre Hetton","Children's Centre Link","01-01-1900"
22983,22988,"Sunderland Children's Centre Houghton","Children's Centre Link","01-01-1900"
22984,22985,"Sunderland Children's Centre East","Children's Centre Link","01-01-1900"
22985,22984,"Sunderland Children's Centre Grangetown","Children's Centre Link","01-01-1900"
22985,22989,"Sunderland Children's Centre Millfield","Children's Centre Link","01-01-1900"
22985,22992,"Sunderland Children's Centre Ryhope","Children's Centre Link","01-01-1900"
22986,22983,"Sunderland Children's Centre Coalfields","Children's Centre Link","01-01-1900"
22987,22994,"Sunderland Children's Centre West","Children's Centre Link","01-01-1900"
22988,22983,"Sunderland Children's Centre Coalfields","Children's Centre Link","01-01-1900"
22989,22985,"Sunderland Children's Centre East","Children's Centre Link","01-01-1900"
22990,22994,"Sunderland Children's Centre West","Children's Centre Link","01-01-1900"
22991,22994,"Sunderland Children's Centre West","Children's Centre Link","01-01-1900"
22992,22985,"Sunderland Children's Centre East","Children's Centre Link","01-01-1900"
22994,22987,"Sunderland Children's Centre Highfield","Children's Centre Link","01-01-1900"
22994,22990,"Sunderland Children's Centre New Silksworth","Children's Centre Link","01-01-1900"
22994,22991,"Sunderland Children's Centre Pennywell","Children's Centre Link","01-01-1900"
22995,22996,"Sunderland Children's Centre Washington","Children's Centre Link","01-01-1900"
22996,22995,"Sunderland Children's Centre Washington (Oxclose)","Children's Centre Link","01-01-1900"
22996,22997,"Sunderland Children's Centre Washington (Wessington)","Children's Centre Link","01-01-1900"
22997,22996,"Sunderland Children's Centre Washington","Children's Centre Link","01-01-1900"
23003,22510,"Worsbrough Common Family Centre","Children's Centre Link","11-05-2016"
23015,23016,"Surbiton Town Children's Centre","Children's Centre Link","01-01-1900"
23016,23015,"Surbiton Children's Centre","Children's Centre Link","01-01-1900"
23018,22177,"North Hykeham","Children's Centre Link","01-01-1900"
23019,23352,"Hanford and Trentham Children's Centre","Children's Centre Link","01-01-1900"
23020,21208,"Four Ways Children's Centre","Children's Centre Link","01-01-1900"
23020,22057,"Moss Bank Children's Centre","Children's Centre Link","01-01-1900"
23020,23141,"Thatto Heath Children's Centre","Children's Centre Link","01-01-1900"
23022,23730,"Swindon Sure Start Academy","Children's Centre Link","01-01-1900"
23033,23034,"Delaware Children's Centre","Children's Centre Link","01-01-1900"
23034,23033,"Callington Children's Centre","Children's Centre Link","01-01-1900"
23035,23036,"Liskeard & Looe Children's Centre","Children's Centre Link","01-01-1900"
23036,23035,"Looe Children's Centre","Children's Centre Link","01-01-1900"
23037,23040,"Saltash & Torpoint Children's Centre","Children's Centre Link","01-01-1900"
23038,22128,"Newquay Children's Centre","Children's Centre Link","01-01-1900"
23040,23037,"Torpoint Children's Centre","Children's Centre Link","01-01-1900"
23042,20943,"Sure Start Denton & Westerhope Children's Centres","Children's Centre Link","01-01-1900"
23042,21157,"Fenham and North Fenham Children's Centre","Children's Centre Link","01-01-1900"
23042,21277,"Sure Start Gosforth & Parklands Children's Centre","Children's Centre Link","01-01-1900"
23042,22112,"Newbiggin Hall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
23042,22182,"Sure Start North Moor and Northern Villages Children's Centre","Children's Centre Link","01-01-1900"
23042,22204,"Northern Villages","Children's Centre Link","01-01-1900"
23042,23052,"Sure Start North Fenham Children's Centre","Children's Centre Link","01-01-1900"
23044,20758,"Cleveleys Children's Centre","Children's Centre Link","01-01-1900"
23044,22411,"Poulton le Fylde Children's Centre","Children's Centre Link","01-01-1900"
23049,21790,"Lincoln Bracebridge","Children's Centre Link","01-01-1900"
23050,21232,"Galgate Children's Centre","Children's Centre Link","01-01-1900"
23050,21351,"Halton Children's Centre","Children's Centre Link","01-01-1900"
23051,20074,"Almondbury Children's Centre","Children's Centre Link","01-01-1900"
23051,21577,"Huddersfield Central Children's Centre","Children's Centre Link","01-01-1900"
23051,21872,"Lowerhouses Children's Centre","Children's Centre Link","01-01-1900"
23052,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
23055,22859,"St Lawrence Children's Centre","Children's Centre Link","01-01-1900"
23060,22338,"Pear Tree","Children's Centre Link","01-01-1900"
23061,22967,"Stubblee Hill and Sure Start Rowner Children's Centre","Children's Centre Link","01-01-1900"
23063,22408,"Portsea Sure Start Children's Centre","Children's Centre Link","01-01-1900"
23066,22634,"Savile Town Children's Centre","Children's Centre Link","01-01-1900"
23066,23067,"Sure Start Thornhill Lees Children's Centre","Children's Centre Link","01-01-1900"
23067,23066,"Sure Start Thornhill Children's Centre","Children's Centre Link","01-01-1900"
23070,22117,"Sure Start East Children's Centre","Children's Centre Link","01-01-1900"
23073,22505,"Rift House Children's Centre","Children's Centre Link","01-01-1900"
23078,23093,"Swineshead and Holland Fen","Children's Centre Link","01-01-1900"
23079,21523,"Holbeach and Sutton Bridge Children's Centre","Children's Centre Link","01-01-1900"
23081,22328,"Parr Children's Centre","Children's Centre Link","01-01-1900"
23084,21632,"Joy Lane Children's Centre","Children's Centre Link","01-01-1900"
23093,23078,"Sutterton and Swineshead Children's Centre","Children's Centre Link","01-01-1900"
